,code,domain
203131,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
203494,https://www.googleapis.com/plus/v1/people/me,[SOCIAL][LINKEDIN]
203691,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
204088,https://graph.facebook.com/v2.6/oauth/access_token,[SOCIAL][LINKEDIN]
204096,https://www.facebook.com/v2.6/dialog/oauth,[SOCIAL][LINKEDIN]
204180,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
204181,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
204205,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
204838,https://www.googleapis.com/oauth2/v4/token,[SOCIAL][LINKEDIN]
209349,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
210216,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
210499,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
211982,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
211987,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
212146,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
212147,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
212160,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
215144,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
216011,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
216294,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
217777,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
217782,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
217941,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
217942,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
217955,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
220179,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
220182,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
220341,https://api.instagram.com/oauth/authorize/?,[SOCIAL][LINKEDIN]
220349,https://api.instagram.com/oauth/access_token,[SOCIAL][LINKEDIN]
220412,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
220413,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
220423,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
227969,https://graph.facebook.com/v2.11/me/feed,[SOCIAL][LINKEDIN]
228389,https://graph.facebook.com/v2.11,[SOCIAL][LINKEDIN]
228574,https://graph.facebook.com/v2.11/me/feed,[SOCIAL][LINKEDIN]
228651,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
229220,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
229340,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
229343,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
261129,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
261134,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
261293,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
261294,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
261307,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
263414,https://graph.facebook.com/me?,[SOCIAL][LINKEDIN]
263478,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
288357,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
288362,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
288458,https://api.linkedin.com/uas/oauth/authorize?oauth_token=%s,[SOCIAL][LINKEDIN]
288462,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
288467,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
289756,https://graph.facebook.com/me?,[SOCIAL][LINKEDIN]
289820,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
289958,https://graph.facebook.com/oauth/authorize?,[SOCIAL][LINKEDIN]
289963,https://graph.facebook.com/aouth/acceess_token?,[SOCIAL][LINKEDIN]
289989,http://www.facebook.com/connect/login_success.html?code=,[SOCIAL][LINKEDIN]
325851,https://web.facebook.com/darkomlocation/?fref=ts,[SOCIAL][LINKEDIN]
325856,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
325933,http://www.facebook.com/connect/login_success.html?code,[SOCIAL][LINKEDIN]
330414,https://graph.facebook.com/oauth/authorize?,[SOCIAL][LINKEDIN]
330419,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
330444,http://www.facebook.com/,[SOCIAL][LINKEDIN]
330480,http://www.facebook.com/connect/login_success.html?code=,[SOCIAL][LINKEDIN]
422060,https://www.facebook.com/v2.0/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
422065,https://graph.facebook.com/v2.0/oauth/access_token,[SOCIAL][LINKEDIN]
422224,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
422225,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
422238,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
429666,https://api.linkedin.com/v1/companies/%s/is-company-share-enabled?format=json,[SOCIAL][LINKEDIN]
429679,https://api.linkedin.com/v1/companies/%s/relation-to-viewer/is-company-share-enabled?format=json,[SOCIAL][LINKEDIN]
429690,https://api.linkedin.com/v1/companies?format=json&is-company-admin=true,[SOCIAL][LINKEDIN]
429702,https://api.linkedin.com/v1/companies/%s:(%s)?format=json,[SOCIAL][LINKEDIN]
429728,https://api.linkedin.com/v1/companies/%s/updates?format=json&count=<NUM_PARAM>&start=%s,[SOCIAL][LINKEDIN]
429745,https://api.linkedin.com/v1/companies/%s/updates/key=%s?format=json,[SOCIAL][LINKEDIN]
429757,https://api.linkedin.com/v1/companies/%s/updates/key=%s/update-comments?format=json,[SOCIAL][LINKEDIN]
429769,https://api.linkedin.com/v1/companies/%s/updates/key=%s/likes?format=json,[SOCIAL][LINKEDIN]
429781,https://api.linkedin.com/v1/companies/%s/num-followers?format=json,[SOCIAL][LINKEDIN]
429814,https://api.linkedin.com/v1/companies/%s/historical-follow-statistics?format=json&time-granularity=%s&start-timestamp=%s,[SOCIAL][LINKEDIN]
429836,https://api.linkedin.com/v1/companies/%s/historical-status-update-statistics?format=json&time-granularity=%s&start-timestamp=%s,[SOCIAL][LINKEDIN]
429862,https://api.linkedin.com/v1/companies/%s/company-statistics,[SOCIAL][LINKEDIN]
434434,http://localhost/auth/youtube/callback,[SOCIAL][LINKEDIN]
434462,https://www.googleapis.com/youtube/v3/channels?%s&%s,[SOCIAL][LINKEDIN]
434495,https://www.googleapis.com/youtube/v3/playlists?%s&%s&%s,[SOCIAL][LINKEDIN]
434542,https://www.googleapis.com/youtube/v3/playlists?%s&%s,[SOCIAL][LINKEDIN]
434574,https://www.googleapis.com/youtube/v3/playlistItems?%s&%s&%s,[SOCIAL][LINKEDIN]
434621,https://www.googleapis.com/youtube/v3/videos?%s&%s,[SOCIAL][LINKEDIN]
434654,https://www.googleapis.com/youtube/v3/videos?%s&%s,[SOCIAL][LINKEDIN]
434687,https://www.googleapis.com/youtube/v3/commentThreads?%s&%s&%s,[SOCIAL][LINKEDIN]
434738,https://www.googleapis.com/youtube/v3/commentThreads?%s&%s&%s,[SOCIAL][LINKEDIN]
434789,https://www.googleapis.com/youtube/v3/comments?%s&%s&%s,[SOCIAL][LINKEDIN]
434836,https://www.googleapis.com/youtube/v3/subscriptions?%s&%s&%s,[SOCIAL][LINKEDIN]
434883,https://www.googleapis.com/youtube/v3/subscriptions?%s&%s&%s,[SOCIAL][LINKEDIN]
434930,https://www.googleapis.com/youtube/v3/subscriptions?%s&%s&%s,[SOCIAL][LINKEDIN]
434977,https://www.googleapis.com/youtube/v3/channels?%s&%s,[SOCIAL][LINKEDIN]
440014,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
440017,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
440176,https://api.instagram.com/oauth/authorize/?,[SOCIAL][LINKEDIN]
440184,https://api.instagram.com/oauth/access_token,[SOCIAL][LINKEDIN]
440247,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
440248,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
440258,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
447867,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
447870,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
448098,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
448347,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
451081,https://api.linkedin.com/v1/people/~/person-activities?oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451089,https://api.linkedin.com/v1/people/~/shares?oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451100,https://api.linkedin.com/v1/people/~/network/updates/key=KEY/is-liked?format=json&oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451108,https://api.linkedin.com/v1/people/~/network/updates/key=KEY/is-liked?format=json&oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451116,https://api.linkedin.com/v1/people/~:(current-share)?oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451737,https://api.linkedin.com/v1/people/~/connections?format=json&oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451744,https://api.linkedin.com/v1/people/~/connections?format=json&start=<NUM_PARAM>&count=<NUM_PARAM>&oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
451751,https://api.linkedin.com/v1/people/~/network/network-stats?format=json&oauth2_access_token=ACCESS_TOKEN,[SOCIAL][LINKEDIN]
452113,"https://api.linkedin.com/v1/people/~:(id,first-name,last-name,emailAddress,headline,industry,site-standard-profile-request,public-profile-url,picture-url,summary)?format=json&oauth2_access_token=ACCESS_TOKEN",[SOCIAL][LINKEDIN]
452125,"https://api.linkedin.com/v1/people/~:(id,first-name,last-name,emailAddress,headline,industry,site-standard-profile-request,public-profile-url,picture-url,summary)?format=json&oauth2_access_token=ACCESS_TOKEN",[SOCIAL][LINKEDIN]
452137,"https://api.linkedin.com/v1/people/~:(id,first-name,last-name,emailAddress,headline,industry,site-standard-profile-request,public-profile-url,picture-url,summary)?format=json&oauth2_access_token=ACCESS_TOKEN",[SOCIAL][LINKEDIN]
454883,https://api.linkedin.com/v1/,[SOCIAL][LINKEDIN]
454966,https://api.linkedin.com/v1/,[SOCIAL][LINKEDIN]
455091,https://api.linkedin.com/v1/people/,[SOCIAL][LINKEDIN]
455410,https://api.linkedin.com/v1/,[SOCIAL][LINKEDIN]
455606,"https://api.linkedin.com/v1/people-search:(people:(id,first-name,last-name,headline,industry,site-standard-profile-request,public-profile-url,picture-url,summary,api-standard-profile-request))",[SOCIAL][LINKEDIN]
455607,"https://api.linkedin.com/v1/people-search:(people:(id,first-name,last-name,headline,industry,site-standard-profile-request,public-profile-url,picture-url,summary,api-standard-profile-request))",[SOCIAL][LINKEDIN]
458924,"https://api.linkedin.com/v2/me?projection=(id,firstName,lastName,profilePicture(displayImage~:playableStreams))&oauth2_access_token=",[SOCIAL][LINKEDIN]
458925,https://api.linkedin.com/v2/emailAddress?q=members&projection=(elements*(handle~))&oauth2_access_token=,[SOCIAL][LINKEDIN]
488564,https://maps.googleapis.com/maps/api/place/search/json,[SOCIAL][LINKEDIN]
488565,https://maps.googleapis.com/maps/api/place/details/json,[SOCIAL][LINKEDIN]
505051,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
505918,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
506201,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
506793,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
506798,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
506957,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
506958,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
506971,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
509939,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
509944,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
510103,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
510104,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
510117,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
512446,https://graph.facebook.com/me?,[SOCIAL][LINKEDIN]
512510,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
537389,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
537394,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
537490,https://api.linkedin.com/uas/oauth/authorize?oauth_token=%s,[SOCIAL][LINKEDIN]
537494,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
537499,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
538788,https://graph.facebook.com/me?,[SOCIAL][LINKEDIN]
538852,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
538990,https://graph.facebook.com/oauth/authorize?,[SOCIAL][LINKEDIN]
538995,https://graph.facebook.com/aouth/acceess_token?,[SOCIAL][LINKEDIN]
539021,http://www.facebook.com/connect/login_success.html?code=,[SOCIAL][LINKEDIN]
574883,https://web.facebook.com/darkomlocation/?fref=ts,[SOCIAL][LINKEDIN]
574888,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
574965,http://www.facebook.com/connect/login_success.html?code,[SOCIAL][LINKEDIN]
579446,https://graph.facebook.com/oauth/authorize?,[SOCIAL][LINKEDIN]
579451,https://graph.facebook.com/oauth/access_token?,[SOCIAL][LINKEDIN]
579476,http://www.facebook.com/,[SOCIAL][LINKEDIN]
579512,http://www.facebook.com/connect/login_success.html?code=,[SOCIAL][LINKEDIN]
580373,http://api.linkedin.com/v1/people/~:,[SOCIAL][LINKEDIN]
580441,https://api.linkedin.com/uas/oauth/authorize?oauth_token=%s,[SOCIAL][LINKEDIN]
580445,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
580450,"https://api.linkedin.com/uas/oauth/requestToken?scope=r_fullprofile,r_emailaddress,r_contactinfo",[SOCIAL][LINKEDIN]
580760,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
581627,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
581863,"http://api.linkedin.com/v1/people/~/connections:(id,last-name)",[SOCIAL][LINKEDIN]
583366,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
583371,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
583530,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
583531,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
583544,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
585913,https://api.instagram.com/v1/users/self/,[SOCIAL][LINKEDIN]
586124,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
586127,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
586286,https://api.instagram.com/oauth/authorize/?,[SOCIAL][LINKEDIN]
586294,https://api.instagram.com/oauth/access_token,[SOCIAL][LINKEDIN]
586357,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
586358,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
586368,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
592996,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
593273,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
593288,http://localhost:8080/Projeto_SD_war_exploded/facebook_action,[SOCIAL][LINKEDIN]
593357,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
593372,http://localhost:8080/Projeto_SD_war_exploded/facebooklogin_action,[SOCIAL][LINKEDIN]
593448,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
593463,http://localhost:8080/Projeto_SD_war_exploded/facebook_action,[SOCIAL][LINKEDIN]
593509,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
593524,http://localhost:8080/Projeto_SD_war_exploded/facebooklogin_action,[SOCIAL][LINKEDIN]
593688,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
593691,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
598649,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
598652,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
598811,https://api.instagram.com/oauth/authorize/?,[SOCIAL][LINKEDIN]
598819,https://api.instagram.com/oauth/access_token,[SOCIAL][LINKEDIN]
598882,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
598883,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
598893,https://api.linkedin.com/uas/oauth/accessToken,[SOCIAL][LINKEDIN]
602418,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
602496,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
602788,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
603036,https://graph.facebook.com/me,[SOCIAL][LINKEDIN]
606989,https://www.facebook.com/v2.2/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
606992,https://graph.facebook.com/v2.2/oauth/access_token,[SOCIAL][LINKEDIN]
897562,https://www.googleapis.com/auth/userinfo.email,[SOCIAL][LINKEDIN]
897564,https://www.googleapis.com/auth/plus.login,[SOCIAL][LINKEDIN]
897567,https://www.googleapis.com/auth/userinfo.profile,[SOCIAL][LINKEDIN]
925381,http://maps.googleapis.com/maps/api/staticmap?center=%s&markers=color:red|%s&zoom=<NUM_PARAM>&scale=<NUM_PARAM>&size=%s&key=AIzaSyDybBm_hqwipeuJdUDfpMjYdPxGG3jJjAA,[SOCIAL][LINKEDIN]
925440,http://maps.googleapis.com/maps/api/staticmap?center=%s&markers=color:red|%s&zoom=<NUM_PARAM>&scale=<NUM_PARAM>&size=%s&key=AIzaSyDybBm_hqwipeuJdUDfpMjYdPxGG3jJjAA,[SOCIAL][LINKEDIN]
1019604,https://m.facebook.com/dialog/,[SOCIAL][LINKEDIN]
1019608,https://graph.facebook.com/,[SOCIAL][LINKEDIN]
1019612,https://api.facebook.com/restserver.php,[SOCIAL][LINKEDIN]
1033125,https://graph.facebook.com/%s/picture,[SOCIAL][LINKEDIN]
1033161,https://graph.facebook.com/%s/picture,[SOCIAL][LINKEDIN]
1034650,https://facebook.com,[SOCIAL][LINKEDIN]
1034651,https://.facebook.com,[SOCIAL][LINKEDIN]
1059307,https://www.googleapis.com/auth/plus.login,[SOCIAL][LINKEDIN]
1059308,https://www.googleapis.com/auth/plus.me,[SOCIAL][LINKEDIN]
1158932,https://www.googleapis.com/auth/appstate,[SOCIAL][LINKEDIN]
1158933,https://www.googleapis.com/auth/datastoremobile,[SOCIAL][LINKEDIN]
1158934,https://www.googleapis.com/auth/drive.appdata,[SOCIAL][LINKEDIN]
1158935,https://www.googleapis.com/auth/drive.file,[SOCIAL][LINKEDIN]
1158936,https://www.googleapis.com/auth/fitness.activity.read,[SOCIAL][LINKEDIN]
1158937,https://www.googleapis.com/auth/fitness.activity.write,[SOCIAL][LINKEDIN]
1158938,https://www.googleapis.com/auth/fitness.body.read,[SOCIAL][LINKEDIN]
1158939,https://www.googleapis.com/auth/fitness.body.write,[SOCIAL][LINKEDIN]
1158940,https://www.googleapis.com/auth/fitness.location.read,[SOCIAL][LINKEDIN]
1158941,https://www.googleapis.com/auth/fitness.location.write,[SOCIAL][LINKEDIN]
1158942,https://www.googleapis.com/auth/games,[SOCIAL][LINKEDIN]
1158943,https://www.googleapis.com/auth/plus.login,[SOCIAL][LINKEDIN]
1158944,https://www.googleapis.com/auth/plus.me,[SOCIAL][LINKEDIN]
1262805,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
1262806,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s&scope=%s,[SOCIAL][LINKEDIN]
1262812,https://graph.facebook.com/oauth/access_token,[SOCIAL][LINKEDIN]
1262819,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s&scope=%s,[SOCIAL][LINKEDIN]
1262824,https://www.facebook.com/dialog/oauth?client_id=%s&redirect_uri=%s,[SOCIAL][LINKEDIN]
1263033,https://api.linkedin.com/uas/oauth/authenticate?oauth_token=%s,[SOCIAL][LINKEDIN]
1263034,https://api.linkedin.com/uas/oauth/requestToken,[SOCIAL][LINKEDIN]
